연번,수송일자,호선,고유역번호(외부역코드),역명,승하차구분,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,0:00
646,2022-11-19,2,218,종합운동장,하차,52,266,552,349,332,346,358,671,1134,936,921,514,749,679,368,238,293,261,195,24
647,2022-11-20,2,218,종합운동장,승차,40,82,104,241,398,1832,1559,933,761,646,782,8043,3597,1037,445,924,169,130,66,4
648,2022-11-20,2,218,종합운동장,하차,35,863,3891,1266,1303,1990,3970,6601,1669,830,1048,689,917,350,279,221,221,149,123,7
649,2022-11-21,2,218,종합운동장,승차,76,209,716,1026,687,433,358,376,327,321,526,537,547,642,295,224,951,166,52,28
650,2022-11-21,2,218,종합운동장,하차,36,308,784,1205,514,355,270,346,306,334,396,444,886,1527,771,403,383,361,179,62
651,2022-11-22,2,218,종합운동장,승차,57,235,765,1039,699,425,383,383,321,334,404,640,718,737,269,199,257,656,53,34
652,2022-11-22,2,218,종합운동장,하차,31,294,782,1264,472,375,251,322,307,326,420,428,636,1257,899,369,418,416,167,68
653,2022-11-23,2,218,종합운동장,승차,63,216,738,1049,701,484,366,402,332,323,473,638,623,691,284,211,416,703,77,32
654,2022-11-23,2,218,종합운동장,하차,31,293,586,1326,487,438,273,350,325,348,388,478,755,1314,996,411,377,442,181,93
655,2022-11-24,2,218,종합운동장,승차,45,233,740,1023,682,431,396,413,361,327,401,732,624,784,453,327,1003,649,53,47
656,2022-11-24,2,218,종합운동장,하차,26,291,602,1093,522,374,281,362,355,388,469,529,856,1661,1016,444,472,336,105,148
657,2022-11-25,2,218,종합운동장,승차,59,202,720,975,676,409,382,399,316,370,600,568,1005,714,403,219,399,852,84,53
658,2022-11-25,2,218,종합운동장,하차,27,261,500,1034,416,361,314,320,329,441,709,462,801,1272,1075,369,427,421,234,132
659,2022-11-26,2,218,종합운동장,승차,45,118,141,264,395,404,391,444,392,997,897,1616,590,1182,458,151,623,200,55,1
660,2022-11-26,2,218,종합운동장,하차,22,194,391,329,425,645,890,914,1209,942,969,522,717,715,416,270,325,271,178,27
661,2022-11-27,2,218,종합운동장,승차,30,72,110,187,223,343,369,440,359,390,464,934,494,224,351,758,117,82,42,6
662,2022-11-27,2,218,종합운동장,하차,28,194,186,312,408,419,289,413,623,541,383,563,817,312,260,254,221,192,109,9
663,2022-11-28,2,218,종합운동장,승차,59,217,724,1007,728,449,342,345,331,302,470,543,535,574,258,176,291,77,34,29
664,2022-11-28,2,218,종합운동장,하차,34,267,602,1280,552,368,265,302,305,326,345,421,639,1036,688,416,424,242,109,98
665,2022-11-29,2,218,종합운동장,승차,59,204,745,1015,701,442,390,353,304,299,342,636,548,580,285,179,194,109,49,22
666,2022-11-29,2,218,종합운동장,하차,27,218,670,1187,499,359,236,307,310,281,400,420,626,948,635,384,430,378,219,66
667,2022-11-30,2,218,종합운동장,승차,56,191,721,1020,639,394,338,441,397,400,769,3533,638,659,299,237,949,638,41,32
668,2022-11-30,2,218,종합운동장,하차,30,228,550,1089,447,594,503,1397,1938,655,438,566,753,1411,1273,415,419,378,241,79
669,2022-12-01,2,218,종합운동장,승차,79,205,677,948,665,401,388,345,300,306,323,759,600,613,252,194,614,199,64,38
670,2022-12-01,2,218,종합운동장,하차,33,251,522,1010,491,319,240,317,273,286,371,409,686,1173,750,373,434,366,199,94
671,2022-12-02,2,218,종합운동장,승차,47,200,669,950,604,391,315,381,359,457,609,1314,860,865,381,224,740,284,2800,83
672,2022-12-02,2,218,종합운동장,하차,28,235,929,1137,428,424,332,424,571,729,1072,1361,1968,1700,770,366,411,393,371,108
673,2022-12-03,2,218,종합운동장,승차,44,97,130,221,382,365,449,506,432,973,745,594,497,1074,374,2169,1237,198,76,6
674,2022-12-03,2,218,종합운동장,하차,37,181,195,340,460,574,950,931,1227,1960,1426,496,587,699,365,340,372,281,229,11
675,2022-12-04,2,218,종합운동장,승차,42,66,61,162,203,287,355,457,362,322,334,1458,479,268,268,552,133,74,44,3
676,2022-12-04,2,218,종합운동장,하차,22,163,101,325,524,446,278,474,1049,527,426,476,700,318,265,215,187,193,103,4
677,2022-12-05,2,218,종합운동장,승차,70,209,719,1008,646,402,404,319,275,321,490,517,618,638,259,212,242,134,51,22
678,2022-12-05,2,218,종합운동장,하차,36,256,571,1141,487,335,246,317,250,316,356,453,660,939,749,396,357,342,152,43
679,2022-12-06,2,218,종합운동장,승차,69,238,685,999,668,455,401,334,288,345,368,704,552,671,324,180,976,147,59,23
680,2022-12-06,2,218,종합운동장,하차,32,289,578,1132,508,371,209,324,315,329,406,494,817,1492,740,418,432,382,175,72
681,2022-12-07,2,218,종합운동장,승차,63,201,708,1046,645,437,448,392,353,310,416,605,586,771,318,281,896,269,77,29
682,2022-12-07,2,218,종합운동장,하차,42,275,540,1176,498,394,261,344,333,359,387,461,836,1496,748,421,442,393,215,103
683,2022-12-08,2,218,종합운동장,승차,56,218,711,1040,661,438,435,397,401,386,739,4230,722,698,391,259,913,204,69,47
684,2022-12-08,2,218,종합운동장,하차,37,290,529,1029,623,512,575,1819,2693,597,453,540,734,1314,811,440,436,401,264,85
685,2022-12-09,2,218,종합운동장,승차,57,186,679,939,668,406,350,357,336,451,618,626,890,804,391,245,879,278,66,37
686,2022-12-09,2,218,종합운동장,하차,30,253,488,1035,518,361,276,320,366,410,650,544,765,1435,817,356,434,415,275,135
687,2022-12-10,2,218,종합운동장,승차,52,97,135,233,342,422,438,384,418,1126,929,1760,722,1156,448,234,686,206,60,3
688,2022-12-10,2,218,종합운동장,하차,26,266,359,323,430,494,819,972,1661,1010,1062,544,619,764,358,275,324,281,222,10
689,2022-12-11,2,218,종합운동장,승차,44,83,76,163,229,363,384,527,438,494,352,966,449,259,355,899,121,77,44,2
690,2022-12-11,2,218,종합운동장,하차,35,255,143,295,413,455,345,345,791,525,417,640,870,298,243,246,250,189,113,9
691,2022-12-12,2,218,종합운동장,승차,67,224,701,1038,627,506,443,369,315,411,429,459,500,545,242,239,277,146,38,46
692,2022-12-12,2,218,종합운동장,하차,36,351,712,1045,525,397,241,365,411,365,359,408,641,1046,654,398,350,348,181,47
693,2022-12-13,2,218,종합운동장,승차,61,224,752,1086,694,543,481,391,317,460,388,446,557,582,274,201,187,112,50,44
694,2022-12-13,2,218,종합운동장,하차,39,279,624,1097,494,332,296,352,313,342,427,393,612,930,694,403,456,418,222,89
695,2022-12-14,2,218,종합운동장,승차,58,215,678,1021,689,517,395,346,299,410,375,438,543,597,293,983,387,113,50,37
696,2022-12-14,2,218,종합운동장,하차,39,259,577,1027,477,341,247,350,322,352,407,471,765,1451,833,415,431,428,214,76
697,2022-12-15,2,218,종합운동장,승차,72,236,697,966,663,485,410,343,330,443,386,636,628,574,285,226,1021,283,75,49
698,2022-12-15,2,218,종합운동장,하차,41,293,602,1029,640,352,257,323,350,362,365,446,758,1345,981,376,455,441,299,112
699,2022-12-16,2,218,종합운동장,승차,71,202,644,942,649,462,339,373,346,681,664,633,1954,793,428,381,1112,959,567,990
700,2022-12-16,2,218,종합운동장,하차,43,262,501,948,474,377,244,497,739,1088,914,991,1659,2677,1868,415,444,438,353,197
701,2022-12-17,2,218,종합운동장,승차,46,101,124,218,329,420,421,406,347,519,392,699,480,1141,563,779,830,331,61,0
702,2022-12-17,2,218,종합운동장,하차,37,193,231,276,341,331,297,367,515,864,1096,782,1103,881,412,264,338,311,219,23
703,2022-12-18,2,218,종합운동장,승차,31,72,89,142,188,325,330,460,385,474,311,1044,470,286,991,815,87,69,29,3
704,2022-12-18,2,218,종합운동장,하차,31,282,197,260,324,398,238,389,739,596,632,922,777,268,291,293,187,210,115,4
705,2022-12-19,2,218,종합운동장,승차,73,191,665,930,607,474,402,345,310,478,582,491,481,535,262,218,395,105,43,36
706,2022-12-19,2,218,종합운동장,하차,38,267,452,948,576,333,242,299,317,268,384,428,596,1076,618,404,415,347,174,67
707,2022-12-20,2,218,종합운동장,승차,47,208,675,966,627,433,382,328,304,569,541,645,550,596,374,228,779,292,55,28
708,2022-12-20,2,218,종합운동장,하차,36,251,443,950,476,352,217,291,305,313,432,466,657,1320,768,388,435,416,243,78
709,2022-12-21,2,218,종합운동장,승차,64,239,689,1011,682,434,393,371,484,725,518,751,609,639,323,321,1368,309,63,29
710,2022-12-21,2,218,종합운동장,하차,40,259,500,1045,623,326,268,301,350,392,387,513,878,1643,992,463,432,532,258,103
711,2022-12-22,2,218,종합운동장,승차,53,203,625,913,620,445,365,343,308,532,524,676,648,580,316,265,1312,248,76,35
712,2022-12-22,2,218,종합운동장,하차,29,277,452,963,484,331,230,295,344,341,408,425,769,1636,950,430,459,519,227,122
713,2022-12-23,2,218,종합운동장,승차,58,192,569,924,562,362,315,345,387,661,716,593,2086,586,434,300,1517,2803,1558,32
714,2022-12-23,2,218,종합운동장,하차,36,225,376,858,407,294,270,379,695,1016,887,589,1208,5471,2544,379,409,436,267,126
715,2022-12-24,2,218,종합운동장,승차,59,94,94,178,298,387,303,344,408,493,512,889,445,1266,255,714,4824,313,49,2
716,2022-12-24,2,218,종합운동장,하차,38,174,153,203,226,240,268,348,532,1042,1316,2045,4990,1062,472,268,383,309,152,26
717,2022-12-25,2,218,종합운동장,승차,37,66,68,140,202,361,285,543,425,471,462,1168,1270,1242,549,934,2753,163,58,1
718,2022-12-25,2,218,종합운동장,하차,45,146,88,267,356,430,310,415,1005,1295,1559,1619,4050,314,226,270,290,230,167,5
719,2022-12-26,2,218,종합운동장,승차,64,199,646,878,566,418,383,400,444,449,508,462,528,560,247,194,634,107,56,35
720,2022-12-26,2,218,종합운동장,하차,31,328,500,1009,471,292,259,496,381,352,473,450,602,1195,701,385,359,365,180,86
721,2022-12-27,2,218,종합운동장,승차,55,181,597,955,579,433,393,391,464,429,473,489,567,582,303,237,941,273,65,25
722,2022-12-27,2,218,종합운동장,하차,28,254,507,990,497,325,251,288,340,317,418,507,662,1444,755,376,427,402,265,94
723,2022-12-28,2,218,종합운동장,승차,55,188,608,881,583,370,353,393,491,587,628,531,561,596,314,285,1184,251,58,25
724,2022-12-28,2,218,종합운동장,하차,32,222,432,960,407,309,283,331,335,353,412,477,767,1752,787,376,461,418,255,89
725,2022-12-29,2,218,종합운동장,승차,58,166,549,838,625,394,383,442,428,537,405,614,503,610,318,256,1091,290,58,44
726,2022-12-29,2,218,종합운동장,하차,37,214,353,896,440,281,217,305,314,361,460,435,765,1587,796,364,393,413,211,109
727,2022-12-30,2,218,종합운동장,승차,61,173,503,685,544,530,377,387,376,535,484,516,1783,592,266,240,1252,2138,441,60
728,2022-12-30,2,218,종합운동장,하차,27,199,273,795,375,306,280,391,632,1080,734,690,970,2142,2185,345,299,387,217,110
729,2022-12-31,2,218,종합운동장,승차,49,78,100,180,344,286,297,334,306,1054,612,538,401,1093,436,153,3031,421,75,57
730,2022-12-31,2,218,종합운동장,하차,40,163,123,198,232,344,764,537,466,793,1269,832,982,2043,422,237,331,295,227,76
